order,note_id,status,front_text,tokens,new_tokens
984,1774541257548,KEEP,Aku menyalin dokumen itu ke komputer,aku | dokumen | itu | ke | komputer | menyalin,komputer | menyalin
985,1774541273732,KEEP,Aku membuat salin dokumen penting itu,aku | dokumen | itu | membuat | penting | salin,salin
986,1774541405061,KEEP,Aku hanya akan inap satu malam di sini,akan | aku | di | hanya | inap | malam | satu | sini,inap
987,1774541457227,KEEP,Laba-laba itu merayap di dinding kamar,di | dinding | itu | kamar | laba-laba | merayap,laba-laba | merayap
988,1774541580778,KEEP,Burung itu terbang tinggi dengan sayap lebar,burung | dengan | itu | lebar | sayap | terbang | tinggi,lebar | sayap
989,1774541593339,KEEP,"Bang, tolong ambilkan aku air minum",air | aku | ambilkan | bang | minum | tolong,ambilkan | bang
990,1774541619223,KEEP,Kucing itu mengibaskan ekornya dengan cepat,cepat | dengan | ekornya | itu | kucing | mengibaskan,ekornya | mengibaskan
991,1774541641446,KEEP,Aku memotong kuku tangan sebelum tidur,aku | kuku | memotong | sebelum | tangan | tidur,kuku
992,1774541738615,KEEP,File itu sudah diduplikasi beberapa kali kemarin,beberapa | diduplikasi | file | itu | kali | kemarin | sudah,diduplikasi
993,1774541748304,KEEP,Aku akan menduplikasi dokumen ini besok,akan | aku | besok | dokumen | ini | menduplikasi,menduplikasi
994,1774541780120,KEEP,Dia percaya orang jahat akan pergi ke neraka,akan | dia | jahat | ke | neraka | orang | percaya | pergi,jahat | neraka
995,1774541812883,KEEP,Malaikat itu digambarkan terbang di langit,di | digambarkan | itu | langit | malaikat | terbang,digambarkan | malaikat
996,1774541825629,KEEP,Aku sedang menggambar pemandangan di buku,aku | buku | di | menggambar | pemandangan | sedang,menggambar
997,1774541831019,KEEP,Tolong gambarkan ide itu dengan jelas,dengan | gambarkan | ide | itu | jelas | tolong,gambarkan
998,1774541844936,KEEP,Pohon itu digambar di papan tulis kemarin,di | digambar | itu | kemarin | papan | pohon | tulis,digambar | papan
999,1774541881950,KEEP,Aku membuka situs itu di peramban baru,aku | baru | di | itu | membuka | peramban | situs,peramban | situs
1000,1774541909206,KEEP,Kota itu terletak di selatan pulau Jawa,di | itu | jawa | kota | pulau | selatan | terletak,jawa
1001,1774543521933,KEEP,Hotel itu sudah terkenal karena restorannya berbintang,berbintang | hotel | itu | karena | restorannya | sudah | terkenal,berbintang | restorannya
1002,1774543538197,KEEP,Apakah kamu sudah membagikan tautan artikel itu?,apakah | artikel | itu | kamu | membagikan | sudah | tautan,artikel | membagikan | tautan
1003,1774543547976,KEEP,Aku selalu ingin bagi ilmu dengan teman-teman,aku | bagi | dengan | ilmu | ingin | selalu | teman-teman,ilmu | teman-teman
1004,1774543560418,KEEP,Aku belum selesai menulis dok itu untuk rapat,aku | belum | dok | itu | menulis | rapat | selesai | untuk,dok
1005,1774543567434,KEEP,Aku akan tambah teman baru di grup ini,akan | aku | baru | di | grup | ini | tambah | teman,tambah
1006,1774543622073,KEEP,Aku belum mendapatkan info terbaru tentang acara itu,acara | aku | belum | info | itu | mendapatkan | tentang | terbaru,info | mendapatkan
1007,1774602848610,KEEP,Aku akan mencari solusi lain besok,akan | aku | besok | lain | mencari | solusi,solusi
1008,1774602956689,KEEP,Rasa ini bukan gabungan yang biasa,biasa | bukan | gabungan | ini | rasa | yang,gabungan
1009,1774602982375,KEEP,Aku belum pernah melihat lautan seluas ini,aku | belum | ini | lautan | melihat | pernah | seluas,lautan | seluas
1010,1774602994002,KEEP,Apakah sungai itu masih mengalir deras?,apakah | deras | itu | masih | mengalir | sungai,mengalir
1011,1774603010861,KEEP,Aku harusnya sudah berangkat lebih awal,aku | awal | berangkat | harusnya | lebih | sudah,harusnya
1012,1774603045861,KEEP,Koneksi internetku belum stabil sejak tadi,belum | internetku | koneksi | sejak | stabil | tadi,internetku | koneksi
1013,1774603058780,KEEP,Apakah Anda sudah menerima pesannya?,anda | apakah | menerima | pesannya | sudah,pesannya
1014,1774603077178,KEEP,Tolong sambungkan kabel itu ke komputer,itu | kabel | ke | komputer | sambungkan | tolong,kabel | sambungkan
1015,1774603090088,KEEP,Aku selalu membuka beranda setiap pagi,aku | beranda | membuka | pagi | selalu | setiap,beranda
1016,1774603145841,KEEP,Buku ini memiliki glosarium di akhir,akhir | buku | di | glosarium | ini | memiliki,glosarium
1017,1774603151590,KEEP,Kebencian itu hanya akan menyakiti diri sendiri,akan | diri | hanya | itu | kebencian | menyakiti | sendiri,kebencian | menyakiti
1018,1774603185102,KEEP,Aku benar-benar benci hujan deras hari ini,aku | benar-benar | benci | deras | hari | hujan | ini,benci
1019,1774603241777,KEEP,"Brengsek, aku lupa mengerjakan tugas itu",aku | brengsek | itu | lupa | mengerjakan | tugas,brengsek | mengerjakan
1020,1774603263189,KEEP,Anak itu hampir tenggelam di kolam renang,anak | di | hampir | itu | kolam | renang | tenggelam,renang
1021,1774603349389,KEEP,Instruksi ini sangat langsung dan mudah diikuti,dan | diikuti | ini | instruksi | langsung | mudah | sangat,instruksi
1022,1774603363802,KEEP,Kita harus maju meski jalannya sulit,harus | jalannya | kita | maju | meski | sulit,jalannya | maju
1023,1774603369255,KEEP,Aku memilih desain rumah yang sederhana,aku | desain | memilih | rumah | sederhana | yang,sederhana
1024,1774603497842,KEEP,Kucing itu tidur di lantai telanjang,di | itu | kucing | lantai | telanjang | tidur,telanjang
1025,1774603504866,KEEP,Mobil itu bergerak mundur pelan-pelan,bergerak | itu | mobil | mundur | pelan-pelan,pelan-pelan
1026,1774603606967,KEEP,Mereka terdampar di gurun panas sepanjang hari,di | gurun | hari | mereka | panas | sepanjang | terdampar,gurun | terdampar
1027,1774603639177,KEEP,Perahu itu terdampar di tepi pantai semalam,di | itu | pantai | perahu | semalam | tepi | terdampar,tepi
1028,1774603645879,KEEP,Aku menaruh penutup pada buku yang terbuka,aku | buku | menaruh | pada | penutup | terbuka | yang,penutup
1029,1774603685376,KEEP,Dia mencoba aruh pendapatnya pada teman,aruh | dia | mencoba | pada | pendapatnya | teman,aruh | pendapatnya
1030,1774603688604,KEEP,Berita itu bisa mempengaruhi keputusan banyak orang,banyak | berita | bisa | itu | keputusan | mempengaruhi | orang,mempengaruhi
1031,1774603702510,KEEP,Aku ingin tinggal di pedesaan yang tenang,aku | di | ingin | pedesaan | tenang | tinggal | yang,pedesaan
1032,1774603710472,KEEP,Kesehatan di daerah pedesaan sering kurang terjangkau,daerah | di | kesehatan | kurang | pedesaan | sering | terjangkau,kurang | terjangkau
1033,1774603724378,KEEP,Harga itu tidak mudah jangkau oleh anak muda,anak | harga | itu | jangkau | muda | mudah | oleh | tidak,jangkau
1034,1774603792836,KEEP,Aku pergi ke penjahit untuk menjahit jas baru,aku | baru | jas | ke | menjahit | penjahit | pergi | untuk,jas | menjahit | penjahit
1035,1774603810944,KEEP,Aku belajar jahit baju sendiri di rumah,aku | baju | belajar | di | jahit | rumah | sendiri,jahit
1036,1774603840916,KEEP,Es krim ini memiliki rasa cokelat yang unik,cokelat | es | ini | krim | memiliki | rasa | unik | yang,unik
1037,1774603870776,KEEP,Aku mengunduh aplikasi baru di ponsel,aku | aplikasi | baru | di | mengunduh | ponsel,mengunduh
1038,1774603894772,KEEP,Ayahku bekerja di pertanian setiap pagi,ayahku | bekerja | di | pagi | pertanian | setiap,pertanian
1039,1774603911187,KEEP,Perawat itu mengambil darah untuk tes laboratorium,darah | itu | laboratorium | mengambil | perawat | tes | untuk,darah | perawat
1040,1774603918359,KEEP,Aku mulai mengeluarkan darah setelah terluka,aku | darah | mengeluarkan | mulai | setelah | terluka,mengeluarkan | terluka
1041,1774708222016,KEEP,Apakah aku pernah melihat raksasa itu?,aku | apakah | itu | melihat | pernah | raksasa,raksasa
1042,1774708373020,KEEP,Aku sudah mengubah kebiasaan burukku,aku | burukku | kebiasaan | mengubah | sudah,burukku
1043,1774708548999,KEEP,Kucing itu sedang tidur di bawah meja,bawah | di | itu | kucing | meja | sedang | tidur,bawah
1044,1774708665301,KEEP,Seseorang sedang menungguku di luar,di | luar | menungguku | sedang | seseorang,menungguku
1045,1774708682087,KEEP,Aku sedang mengetik pesan untukmu,aku | mengetik | pesan | sedang | untukmu,mengetik
1046,1774708707375,KEEP,Aku ingin menempel stiker itu di laptop,aku | di | ingin | itu | laptop | menempel | stiker,laptop | menempel | stiker
1047,1774708734277,KEEP,Aku akan menempel poster di dinding,akan | aku | di | dinding | menempel | poster,poster
1048,1774708790456,KEEP,Aku membeli stroberi segar di pasar,aku | di | membeli | pasar | segar | stroberi,stroberi
1049,1774708917301,KEEP,Aku sedang membersihkan cermin kamar mandi,aku | cermin | kamar | mandi | membersihkan | sedang,cermin
1050,1774708947420,KEEP,Aku ingin tambah gula dalam kopiku,aku | dalam | gula | ingin | kopiku | tambah,kopiku
1051,1774708976501,KEEP,Aku harus mengurangi pengeluaran bulan ini,aku | bulan | harus | ini | mengurangi | pengeluaran,mengurangi | pengeluaran
1052,1774708983557,KEEP,Aku akan menambah jumlah buku di rak,akan | aku | buku | di | jumlah | menambah | rak,jumlah | menambah
1053,1774709028214,KEEP,Aku menyentuh siku temanku secara tidak sengaja,aku | menyentuh | secara | sengaja | siku | temanku | tidak,menyentuh | sengaja | siku
1054,1774709045246,KEEP,Aku sengaja meninggalkan kunci di rumah,aku | di | kunci | meninggalkan | rumah | sengaja,meninggalkan
1055,1774709075003,KEEP,Burung itu bertengger di pohon tinggi,bertengger | burung | di | itu | pohon | tinggi,bertengger
1056,1774709103598,KEEP,Aku memotong kuku jariku tadi malam,aku | jariku | kuku | malam | memotong | tadi,jariku
1057,1774709115248,KEEP,Aku akan bepergian ke Eropa musim panas ini,akan | aku | bepergian | eropa | ini | ke | musim | panas,eropa
1058,1774709200777,KEEP,Aku merasakan sakit di lengan kiriku,aku | di | kiriku | lengan | merasakan | sakit,kiriku | lengan
1059,1774709219482,KEEP,Aku belum pernah mencukur jenggotku bulan ini,aku | belum | bulan | ini | jenggotku | mencukur | pernah,jenggotku
1060,1774709256439,KEEP,Aku merasakan dingin di leherku tadi malam,aku | di | dingin | leherku | malam | merasakan | tadi,leherku
1061,1774709434075,KEEP,Kami berjalan-jalan di kuburan tua malam ini,berjalan-jalan | di | ini | kami | kuburan | malam | tua,berjalan-jalan | kuburan
1062,1774709480028,KEEP,Aku mencoba menangkap bola di udara,aku | bola | di | menangkap | mencoba | udara,bola | menangkap
1063,1774709523800,KEEP,"Awas, ada mobil melaju cepat",ada | awas | cepat | melaju | mobil,awas | melaju
1064,1774709565395,KEEP,Aku akan duduk di bawah pohon rindang itu,akan | aku | bawah | di | duduk | itu | pohon | rindang,rindang
1065,1774709579382,KEEP,Mohon bantu aku membawa tas ini,aku | bantu | ini | membawa | mohon | tas,mohon
1066,1774709624298,KEEP,Aku menaruh buku-bukuku di ransel baru,aku | baru | buku | bukuku | di | menaruh | ransel,bukuku
1067,1774709654752,KEEP,Makan malam tadi malam sangat lezat sekali,lezat | makan | malam | sangat | sekali | tadi,lezat
1068,1774709668762,KEEP,Es krim ini terasa sangat enak,enak | es | ini | krim | sangat | terasa,enak
1069,1774709710008,KEEP,Aku akan membeli makan siang di kantin,akan | aku | di | kantin | makan | membeli | siang,kantin
1070,1774709823754,KEEP,Kami mengunjungi makam kakek kemarin,kakek | kami | kemarin | makam | mengunjungi,kakek | makam
1071,1774709832129,KEEP,Ini pertama kali aku mencoba sushi,aku | ini | kali | mencoba | pertama | sushi,sushi
1072,1774709852314,KEEP,Aku memenangkan perlombaan untuk pertama kali,aku | kali | memenangkan | perlombaan | pertama | untuk,memenangkan | perlombaan
1073,1774709868303,KEEP,Anak-anak sedang berlomba di lapangan sekolah,anak-anak | berlomba | di | lapangan | sedang | sekolah,berlomba | lapangan
1074,1774709874295,KEEP,Dia tiba di tempat kedua dalam lomba,dalam | di | dia | kedua | lomba | tempat | tiba,kedua | lomba
1075,1774709904915,KEEP,Tanaman itu mati karena kekurangan air,air | itu | karena | kekurangan | mati | tanaman,kekurangan
1076,1774710014953,KEEP,Pacarku sedang menungguku di kafe,di | kafe | menungguku | pacarku | sedang,pacarku
1077,1774710038022,KEEP,Aku ingin mengajak pacar jalan sore ini,aku | ingin | ini | jalan | mengajak | pacar | sore,mengajak | pacar
1078,1774710054921,KEEP,Aku mendengar getak kayu saat berjalan malam,aku | berjalan | getak | kayu | malam | mendengar | saat,getak
1079,1774710085142,KEEP,Singa itu sedang berbaring di savana,berbaring | di | itu | savana | sedang | singa,berbaring | savana | singa
1080,1774710111084,KEEP,Aku ingin baring sejenak di sofa,aku | baring | di | ingin | sejenak | sofa,baring | sejenak
1081,1774710123927,KEEP,"Tunggu sebentar, aku butuh jeda jenak",aku | butuh | jeda | jenak | sebentar | tunggu,jenak
1082,1774710135505,KEEP,Kita harus jeda sebentar sebelum melanjutkan,harus | jeda | kita | melanjutkan | sebelum | sebentar,melanjutkan
1083,1774710493203,KEEP,Aku akan simpan surat ini dengan aman,akan | aku | aman | dengan | ini | simpan | surat,surat
1084,1774710513725,KEEP,Anjing itu mengubur tulang di halaman,anjing | di | halaman | itu | mengubur | tulang,mengubur | tulang
1085,1774710531767,KEEP,Jari itu mulai berdarah setelah teriris,berdarah | itu | jari | mulai | setelah | teriris,berdarah | teriris
1086,1774710548402,KEEP,Aku mengiris apel untuk sarapan pagi,aku | apel | mengiris | pagi | sarapan | untuk,mengiris
1087,1774710570523,KEEP,Aku menaruh potongan nanas di pizza,aku | di | menaruh | nanas | pizza | potongan,pizza | potongan
1088,1774710632981,KEEP,Tentara itu sedang berlatih di lapangan,berlatih | di | itu | lapangan | sedang | tentara,tentara
1089,1774710690502,KEEP,"Hati-hati, lantai di sini sangat licin",di | hati-hati | lantai | licin | sangat | sini,hati-hati
1090,1774710704176,KEEP,Tanaman itu tumbuh subur di tanah ini,di | ini | itu | subur | tanah | tanaman | tumbuh,subur
1091,1774710728741,KEEP,Lahan ini sangat subur untuk menanam sayur,ini | lahan | menanam | sangat | sayur | subur | untuk,lahan
1092,1774710747422,KEEP,Aku membeli sayuran segar di pasar pagi,aku | di | membeli | pagi | pasar | sayuran | segar,sayuran
1093,1774710766126,KEEP,Toko itu menjual buah-buahan segar setiap hari,buah-buahan | hari | itu | menjual | segar | setiap | toko,buah-buahan
1094,1774710782878,KEEP,Aku minum air kelapa di pantai,air | aku | di | kelapa | minum | pantai,kelapa
1095,1774710801600,KEEP,Kucing itu mengejar ekor sendiri di ruang tamu,di | ekor | itu | kucing | mengejar | ruang | sendiri | tamu,ekor
1096,1774711656397,KEEP,Aku menyematkan bros di jaket baruku,aku | baruku | bros | di | jaket | menyematkan,bros | jaket | menyematkan
1097,1774711670923,KEEP,Aku akan sematkan label itu di kotak,akan | aku | di | itu | kotak | label | sematkan,label | sematkan
1098,1774711713357,KEEP,Aku mengenakan sabuk baru untuk celana,aku | baru | celana | mengenakan | sabuk | untuk,mengenakan | sabuk
1099,1774711730508,KEEP,Sepatu ini terasa sangat genak di kakiku,di | genak | ini | kakiku | sangat | sepatu | terasa,genak
1100,1774711794849,KEEP,Kura-kura itu berjalan lambat di taman,berjalan | di | itu | kura-kura | lambat | taman,kura-kura | lambat
1101,1774711812351,KEEP,Serigala itu mengaum di tengah hutan malam,di | hutan | itu | malam | mengaum | serigala | tengah,mengaum | serigala | tengah
1102,1774711817334,KEEP,Kura itu berjemur di bawah sinar matahari,bawah | berjemur | di | itu | kura | matahari | sinar,berjemur | kura | sinar
1103,1774712651576,KEEP,Hiu itu berenang dekat permukaan laut,berenang | dekat | hiu | itu | laut | permukaan,hiu | permukaan
1104,1774712676509,KEEP,Kadal itu bersembunyi di balik batu,balik | batu | bersembunyi | di | itu | kadal,bersembunyi | kadal
1105,1774712728209,KEEP,Negara itu terkenal dengan pemandangan indahnya,dengan | indahnya | itu | negara | pemandangan | terkenal,indahnya
1106,1774712772189,KEEP,Jamur itu tumbuh di roti yang basah,basah | di | itu | jamur | roti | tumbuh | yang,jamur
1107,1774712792458,KEEP,Buah itu mulai membusuk karena panas,buah | itu | karena | membusuk | mulai | panas,membusuk
1108,1774712806611,KEEP,Apel itu dibusuk setelah seminggu disimpan,apel | dibusuk | disimpan | itu | seminggu | setelah,dibusuk | seminggu
1109,1774712872941,KEEP,Unta itu berjalan di gurun pasir dengan sabar,berjalan | dengan | di | gurun | itu | pasir | sabar | unta,unta
1110,1774712890278,KEEP,Kami berkemah di gurun selama dua hari,berkemah | di | dua | gurun | hari | kami | selama,berkemah | selama
1111,1774712968313,KEEP,Jendela itu terbuat dari kaca bening,bening | dari | itu | jendela | kaca | terbuat,bening
1112,1774712984747,KEEP,Cincin itu dihiasi dengan berlian kecil,berlian | cincin | dengan | dihiasi | itu | kecil,berlian
1113,1774713003580,KEEP,Astronom mempelajari bintang di galaksi jauh,astronom | bintang | di | galaksi | jauh | mempelajari,astronom
